Ticker,Name,R&D Exp:CY,CAPEX:CY,Tot Assets:CY,Debt/Assets:CY,Curr Ratio:CY,EBIT:CY,ROA:CY,AZS
NOW CN Equity,NOWVERTICAL GROUP INC, ,-102174.7344,59232288,39.0675,0.5332,-88097.3047,-15.0192,0.0963
NSEO US Equity,NS8 CORP,413372,-26563,694796,523.994,0.0311,-3947449,-1937.7832,-79.5137
NCI CN Equity,NTG CLARITY NETWORKS INC,0,-689149,12392158,57.6489,0.7662,2428778,16.6316,4.4153
NBVA CN Equity,NUBEVA TECHNOLOGIES LTD,1746445.125,-3495.4717,6117689,0.8049,7.4594,-1717832,-0.0319,28.1134
NUC GR Equity,NUCLETRON ELECTRONIC AG,0, ,19624724,0,13.3114,-22911.1602, ,8.3785
NTNX US Equity,NUTANIX INC - A,638992000,-75252000,2143917952,32.1164,1.1904,7563000,-5.3427,1.4538
NUTX US Equity,NUTEX HEALTH INC, ,-9496832,398245504,69.243,1.5579,-31773748,-11.033,-0.4553
NVEC US Equity,NVE CORP,2731434,-16731,66780032,0.5318,32.0486,18518864,25.1769,121.4329
NVDA US Equity,NVIDIA CORP,8675000320,-1069000000,65728000000,16.8208,4.1713,32971999232,55.673,74.4723
NXPI US Equity,NXP SEMICONDUCTORS NV,2417999872,-827000000,24352999424,46.9511,1.9129,3660999936,11.7548,4.8071
NYXO US Equity,NYXIO TECHNOLOGIES CORP, , , , , , , , 
OBDUB SS Equity,OBDUCAT AB-B SHS,14871000,-2170000,105487000,27.0773,0.6543,4502000,0.9663,-10.0582
ALBIZ FP Equity,OBIZ SA,3410033,-1639309,48613812,29.4919,1.5285,1000304,0.3839,4.3346
OBLG US Equity,OBLONG INC,20000,0,6925000,0.2455,4.9328,-4495000,-69.6647,-41.2015
OVTZ US Equity,OCULUS INC,95884,0,183955,0,0.672,-602916,-131.1189, 
OJSY US Equity,OJSYS INC, , , , , , , , 
OLB US Equity,OLB GROUP INC,0,-1225148,19728412,2.0674,0.2517,-23478022,-79.41,-35.3956
OLI IM Equity,OLIDATA SPA,0,-497000,91655000,14.6386,0.9593,6185000,2.4276,1.8307
OLO US Equity,OLO INC - CLASS A,73914000,-93000,742819008,2.2653,5.8375,-75084000,-7.6775,7.9002
OMHI US Equity,OM HOLDINGS INTERNATIONAL I,0,0,0, ,0,-20571, , 
OMDA NO Equity,OMDA AS, ,-5623000,769208000,62.0746,1.3089,128686000,14.2676, 
ON US Equity,ON SEMICONDUCTOR,577299968,-1575600000,13215200256,27.4275,2.7076,2538700032,17.3353,6.06
ONTF US Equity,ON24 INC,41122000,-2183000,280302016,1.9226,2.6413,-62001000,-14.6749,0.529
ONCI US Equity,ON4 COMMUNICATIONS INC,0,0,121868,387.5299,0.0612,-170726,-891.9111, 
OSS US Equity,ONE STOP SYSTEMS INC,4331024,-821753,48265652,8.773,6.1755,-7923153,-12.8379,2.8232
ONEF SS Equity,ONEFLOW AB, ,-1730000,245624992,5.543,1.3725,-98117000,-34.3915,3.18
OLMM US Equity,ONELIFE TECHNOLOGIES CORP, , , , , , , , 
ONMD US Equity,ONEMEDNET CORP,1631613,0,463057,0,0.0284,-8374250,-150.2099,-42.9984
ONEI US Equity,ONEMETA INC,757267,0,1143690,19.41,1.1148,-6103894,-468.9071, 
OSPN US Equity,ONESPAN INC,38420000,-12484000,289191008,3.0606,1.2744,-28871000,-9.5468,7.3104
OS US Equity,ONESTREAM INC,55289000,-2589000,361559008,5.5391,1.2318,-30512000,-8.4895,15.815
ONE AU Equity,ONEVIEW HEALTHCARE PLC-CDI,8341433,-118444,21918164,4.2673,1.698,-8373052,-51.5372,-4.0777
MLONL FP Equity,ONLINEFORMAPRO, , ,18603148,0.4242,2.4652,2468950,13.2344,4.6514
ONTO US Equity,ONTO INNOVATION INC,104442000,-22573000,1909712000,0.7345,8.6868,116078000,6.541,40.0194
OODA SS Equity,OODASH GROUP AB,0,0,147644000,17.3553,0.4748,-85765000,-60.1897,-5.9991
OOOO/H CN Equity,OOOOO ENTERTAINMENT COMMERCE, , , , , , , , 
OTEX CN Equity,OPEN TEXT CORP,893932032,-159295008,14205707264,47.0755,0.8132,887084992,2.9723,3.3034
OPTER SS Equity,OPTER AB, ,-135000,40412000,0,3.4713,17874000,37.2332,35.9278
OCC US Equity,OPTICAL CABLE CORP, ,-369630,40358012,32.0769,2.0207,-3376287,-9.9961,2.6674
OPTL US Equity,OPTIMUM INTERACTIVE (USA), , , , , , , , 
OPT CN Equity,OPTIVA INC,13759000,-395000,84314000,120.203,2.3868,-1257000,-14.339,-14.0247
ORA PZ Equity,ORA TECHNOLOGY PLC, , ,1389414,0,4.1244, , , 
ORCL US Equity,ORACLE CORP,8915000320,-6865999872,140975996928,67.0107,0.715,15352999936,7.6024,3.2595
OBS GR Equity,ORBIS AG, ,-1881000,89089000,11.6704,1.3647,5140000,3.1096,3.3522
YOYO DC Equity,ORDERYOYO A/S,0, ,388475008,3.2813,0.6043,-27584000,-8.0638,5.8323
ALORD FP Equity,ORDISSIMO SA, ,-48095,9022495,13.8505,1.3958,-758134, ,-0.2488
OGNT US Equity,ORGANA TECHNOLOGIES GROUP IN, , , , , , , , 
ORHB US Equity,ORHUB INC, , , , , , , , 
ORIGO IR Equity,ORIGO HF, ,-263536992,15675935744,21.0647,2.2037,671009984,158.02,5.2545
OHHH US Equity,ORION HAUS HOMES & HOTELS IN, , , , , , , , 
OSA IM Equity,OSAI AUTOMATION SYSTEM SPA, ,-8987000,84476000,47.8444,1.1021,-4881000,-7.6481,0.1558
ALOSM FP Equity,OSMOZIS SAS,265965,-4615343,34025304,41.4648,2.3708,1589330,2.3149,2.0263
OSR GR Equity,OSRAM LICHT AG,480000000,-1049000000,7401999872,37.5844,1.0672,-1406000000,-19.8719,0.2755
OTEC NO Equity,OTELLO CORP ASA, ,0,110194000,0.0762,12.7085,1134000,6.8756, 
TR9 GR Equity,OTRS AG,4976000,-66383.0625,10974234,0,0.7564,-1568308.375,-8.6882,1.3977
OURLIV SS Equity,OURLIVING AB, ,-50000,28301000,21.1936,0.6543,-22477000,-70.7909,-46.6094
OUST US Equity,OUSTER INC,91210000,-3006000,330743008,21.1336,3.2213,-373192000,-127.4911,-3.513
OB US Equity,OUTBRAIN INC,36402000,-20234000,664636992,19.6951,1.35,-8639000,1.4168,2.0348
OM US Equity,OUTSET MEDICAL INC,57307000,-3440000,313800992,43.3995,5.264,-169770000,-48.4082,-5.1055
OVH FP Equity,OVH GROUPE SA,152000000,-343105984,1669761024,52.5201,0.4474,25698000,-0.6293, 
OMG LN Equity,OXFORD METRICS PLC,5152000,-1611000,93558000,4.0349,7.4705,724000,0.7866,5.8813
PFSF US Equity,PACIFIC SOFTWARE INC, , , , , , , , 
MLPAC FP Equity,PACTE NOVATION, ,0,4861154,0.0485,1.9663,44684,0.6293,3.7032
PGY US Equity,PAGAYA TECHNOLOGIES LTD -A,74383000,-20189000,1208376064,26.1221,4.0494,-24400000,-11.3992,0.7496
PD US Equity,PAGERDUTY INC,139768992,-2164000,925305984,49.8234,2.4967,-96246000,-9.3802,0.9723
PLTR US Equity,PALANTIR TECHNOLOGIES INC-A,404624000,-15114000,4522424832,5.0723,5.5476,119966000,5.2564,43.3608
PANW US Equity,PALO ALTO NETWORKS INC,1809400064,-156800000,19990900736,7.0547,0.8916,683900032,14.9461,5.6573
ICP GR Equity,PANAMAX AG, , ,444239.25,0,1.3656,25423.4297,3.6603,-8.7057
NARA CN Equity,PANGENOMIC HEALTH INC,253784,-3142,71478,0,0.0275,-2858318,-1032.9432,-558.4733
PANVP BB Equity,PANTECH - AUC, , , , , , , , 
PCPJ US Equity,PAPERCLIP INC, , , , , , , , 
PAR US Equity,PAR TECHNOLOGY CORP/DEL,58356000,-5517000,802606016,47.574,2.251,-59709000,-8.4167,1.5892
4966 TT Equity,PARADE TECHNOLOGIES LTD,2586872064,-127044000,23368554496,1.1051,4.0227,1966526976,8.9486,14.1923
PGN GR Equity,PARAGON GMBH & CO KGAA,12800000,-1717000,108521000,66.812,0.5861,-695000,-2.7119,1.1269
PRKR US Equity,PARKERVISION INC,0,-2000,4023000,1054.7352,1.1599,10029000,329.5809,-673.9526
PSN US Equity,PARSONS CORP, ,-40396000,4804061184,19.3552,1.515,288358016,3.5802,5.0689
JY0 GR Equity,PARTEC AG, , ,831256832,1.2292,1.7243,740166272,116.5398,4.9064
PASO US Equity,PATIENT ACCESS SOLUTIONS INC, , , , , , , , 
PPRG US Equity,PATIENT PORTAL TECHNOLOGIES, , , , , , , ,0.4635
PAYC US Equity,PAYCOM SOFTWARE INC,198951008,-192587008,4197539072,1.8094,1.11,451321984,8.4145,4.7212
PYCR US Equity,PAYCOR HCM INC,61419000,-54272000,2609392896,0.5153,1.1129,-55451000,-2.2888,1.2884
PCTY US Equity,PAYLOCITY HOLDING CORP,178332992,-78754000,4245459968,1.2825,1.1306,260092992,5.2075,3.0442
PBHG US Equity,PBS HOLDING INC, ,-95866,681353,12.4656,0.4522,-267681,-63.982, 
PCSV US Equity,PCS EDVENTURES!.COM INC,0,-23696,8290344,3.4879,13.0364,2807067, , 
PDFS US Equity,PDF SOLUTIONS INC,50736000,-11236000,290136000,2.1321,3.8914,-151000,1.0918,11.7215
PTOP US Equity,PEER TO PEER NETWORK,0,0,100134,34.4498,0.0224,-314165,-342.2022,-25647.4027
PGGG US Equity,PEGASUS GAMING CORP, , , , , , , , 
PEGA US Equity,PEGASYSTEMS INC,295512000,-16781000,1510736000,38.4759,1.7832,80954000,4.7279,4.7434
PENG US Equity,PENGUIN SOLUTIONS INC,81537000,-19424000,1474505984,49.229,2.6487,18295000,-3.5211,2.229
PEN LN Equity,PENNANT INTL GROUP PLC,1033000,-305000,18711000,20.838,0.6737,22000,-4.8466,2.4774
PLWY US Equity,PEOPLES WAY.COM INC, , , , , , , , 
PRSO US Equity,PERASO INC,14398000,-94000,10714000,6.7108,1.2219,-20625000,-101.1747,-45.9547
PERF GA Equity,PERFOMANCE TECHNOLOGIES IT,1963103,-546395,48376940,7.1313,1.9612,6429912,10.81,5.2601
PO1 GR Equity,PERFORMANCE ONE AG, ,-67964.6797,4513616.5,36.5956,1.5026,-454606.2188,-10.5481, 
PEXIP NO Equity,PEXIP HOLDING ASA, ,-16571000,2021058944,2.4649,1.8979,-96757000,-3.8846,5.4634
PXPP US Equity,PHOENIX APPS INC,0,0,0, ,0,-37239, , 
PLAB US Equity,PHOTRONICS INC,16576000,-130942000,1712059008,1.341,5.0653,221518000,8.0714,5.6867
PHR US Equity,PHREESIA INC,112346000,-5806000,370326016,3.2358,1.777,-136479008,-36.9768,1.2736
PHUN US Equity,PHUNWARE INC,4449000,0,6728000,98.038,0.3006,-45691000,-171.4829,-57.9118
PTRK SS Equity,PHYSITRACK PLC,0,-25468,38704568,9.2449,0.766,3441464,8.0103,6.333
PIKL US Equity,PIKSEL INC CLASS A-2,0,-8006000,498180000,4.2276,1.7838,-27829000,-6.8076,-3.6166
PGFY US Equity,PINGIFY INTERNATIONAL INC, , ,25076,0,35.0713, , , 
PBI US Equity,PITNEY BOWES INC,41405000,-102878000,4272185088,59.3986,0.9778,-245840000,-8.5566,2.3867
PVT CN Equity,PIVOTREE INC, , , , , , , , 
PXLW US Equity,PIXELWORKS INC,30878000,-3832000,95969000,6.5865,5.2635,-28636000,-26.4015,-12.4675
NPT CN Equity,PLAINTREE SYSTEMS INC,1767010,-550347,14984627,41.6119,1.4884,1673931,6.8905,2.0013
P4O GR Equity,PLAN OPTIK AG,1760000,-805000,16214238,15.7165,41.2355,2340797.25,10.6862,4.9815
PL US Equity,PLANET LABS PBC,116339000,-37991000,701996992,3.5513,2.7088,-169748000,-19.3177,-1.2623
PLNW FP Equity,PLANISWARE SA,20009000,-4851000,255118000,5.8855,2.6633,45948000,17.9565,13.616
AGS US Equity,PLAYAGS INC,42385000,-61738000,680337984,83.3115,3.4754,57393000,0.0627,1.4315
PLEK GR Equity,PLENUM AG, ,-143000,15455386,7.0741,2.2321,1463986,3.3588,5.3287
PLXS US Equity,PLEXUS CORP,0,-95182000,3153820928,9.3312,1.5074,167732000,3.4537,3.7719
PLYZ US Equity,PLYZER TECHNOLOGIES INC,22679546,0,206941,148.1814,0.0749,-23157066,-10434.0215, 
PTK CN Equity,POET TECHNOLOGIES INC,10077930,-1167953,8777417,6.1781,1.2496,-20407308,-167.7216,1.6356
PPMH US Equity,POINT TO POINT METHODICS INC, , , , , , , , 
PIHN US Equity,POLARIS INTERNATIONAL HOLDIN, , , , , , , , 
PLT NO Equity,POLIGHT ASA,34616000,-387000,223432000,1.4022,8.8285,-88492000,-42.5664,25.0178
PRCH US Equity,PORCH GROUP INC,58502000,-10096000,899393024,48.8149,1.041,-190354000,-13.7476,-1.5789
PBIT CN Equity,POSABIT SYSTEMS CORP,0,-35906.0898,17382152,1.3896,1.6504,-13704916,-96.9215,-4.1488
POWI US Equity,POWER INTEGRATIONS INC,96067000,-20884000,819868032,1.2173,10.4692,35059000,6.7152,31.6657
AIOT US Equity,POWERFLEET INC,8675000,-7213000,308680000,39.9997,3.8951,-18114000,-7.1558,1.8675
PWS IM Equity,POWERSOFT SPA,3000000,-910691,59801016,3.6667,2.4875,16641066,22.298,9.2293
PSTO US Equity,POWERSTORM HOLDINGS INC, ,-6142,15053,0,0.1342,-76521,-690.0622, 
PRTI CN Equity,PR TECHNOLOGY INC,185202,0,105542,320.86,0.0495,-2649598,-328.9095,-300.0875
PRCOB SS Equity,PRECIO FISHBONE AB, ,-6408792,338222368,5.1357,5.0769,12822770,69.9893,4.7196
PREC SS Equity,PRECISE BIOMETRICS AB,32105000,-1215000,212664992,10.3101,2.0472,-26458000,-12.3991, 
PRE IM Equity,PREDICT SPA,0,-223443,7139405,4.7097,1.1556,328398,2.9133, 
PAI/H CN Equity,PREDICTIV AI INC,0,0,23636,577.5089,0.0205,-282510,-809.8229,-399.4401
PMPG US Equity,PREMIER PRODUCTS GROUP INC,0,0,0, ,0,-540672, ,-46.6871
PRST US Equity,PRESTO AUTOMATION INC,21310000,-254000,46687000,10.0156,0.5075,-56407000, ,-56.933
PREVB SS Equity,PREVAS AB-B SHS, ,-4423000,1060364992,6.8608,1.5969,162356992,11.4968, 
PRICB SS Equity,PRICER AB-B SHS,65500000,-43012000,2008091008,0.9519,1.9047,15370000,-2.386,3.3291
PMSO US Equity,PRIMAL SOLUTIONS INC,1436000,-26000,1745000,152.4928,0.2603,585000,-15.4584,-18.0848
PCYS US Equity,PRIMECARE SYSTEMS INC, , , , , , , , 
PSWR US Equity,PRISM SOFTWARE CORP,414394,-41722,241119,4226.7651,0.2086,-995754,-381.7914,-73.9907
PRVA US Equity,PRIVIA HEALTH GROUP INC, ,-113000,999900032,0.829,1.8111,20649000,2.5748,4.8334
PDA0 GR Equity,PRO DV AG, , ,2722306.75,0,2.3324,376744.0625,17.8496,2.8426
PACT SS Equity,PROACT IT GROUP AB, ,-44347000,4044448000,11.5781,1.0888,229754000,4.167, 
PROAC FP Equity,PROACTIS SA, ,0,11301000,3.3714,0.4009,0, ,-19.5417
PCOR US Equity,PROCORE TECHNOLOGIES INC,300571008,-45010000,1893568000,4.9601,1.4877,-215676992,-10.44,7.1376
ALPRO FP Equity,PRODWARE, ,-37525000,589785984,47.6068,0.9177,48203000,-5.0333,3.6047
PWG FP Equity,PRODWAYS GROUP SA,890000,-2070000,105464000,24.5449,1.4208,-12592000,-12.4751, 
PROF GA Equity,PROFILE SYSTEMS & SOFTWARE S,2668070,-4005280,55794568,12.6892,1.644,5182669,7.484,4.6725
PRFO SS Equity,PROFOTO HOLDING AB,99000000,-14000000,799000000,15.1439,1.432,209000000,19.375,6.4781
PRGS US Equity,PROGRESS SOFTWARE CORP,132401000,-5570000,1602782976,46.613,0.9394,110523000,4.6577,4.0066
PRLO US Equity,PROLOGIC MANAGEMENT SYSTEMS, ,0,12,3323716.5,0,-185384,-99590.9375,-188479.1634
ALPRG FP Equity,PROLOGUE - REG, ,-2630000,69603000,22.9861,1.1158,708000,-13.1041,1.894
PRO US Equity,PROS HOLDINGS INC,89361000,-2543000,421832992,76.989,1.1892,-50602000,-12.8841,-1.2755
MAPS CN Equity,PROSTAR HOLDINGS INC,1194177,-6525,330111,35.6398,0.2298,-5475087,-390.4696,-201.4033
TXTM US Equity,PROTEXT MOBILITY INC,0,0,4541,31575.0938,0.0011,-927307,-38138.9453, 
PROVIT SS Equity,PROVIDE IT SWEDEN AB,0,-65000,10200327,0,1.9347,93592,0.7848,4.8644
PRXM US Equity,PROXIM WIRELESS CORP,2689000,-154000,19857000,17.9634,1.3106,-6364000,-34.4662,-5.9697
PSAN GR Equity,PSI SOFTWARE SE,43500000,-3049000,283152992,13.3101,1.8,5562000,0.1166,2.7424
PTC US Equity,PTC INC,433047008,-14378000,6383541760,30.2391,0.779,588062016,5.9394,6.9189
PTSH US Equity,PTS INC,0,-44225,1683687,63.0027,0.3323,-292939,-23.2111,-587.7488
PUBM US Equity,PUBMATIC INC-CLASS A,26727000,-28288000,695243008,3.2304,1.4804,2036000,1.3281,2.0437
PUGE US Equity,PUGET TECHNOLOGIES INC, ,0,7170,135.1743,0.7398,-5508,-61.9956, 
PULS LN Equity,PULSAR GROUP PLC,646000,-509000,90689000,2.7931,0.3478,-10472000,-8.4439,-1.083
PLFX US Equity,PULSE EVOLUTION CORP, , ,15070,0,3.014, , , 
PSTG US Equity,PURE STORAGE INC - CLASS A,736764032,-195160992,3655759872,7.3273,1.8292,53551000,1.7033,4.8905
TPE GR Equity,PVA TEPLA AG,9513000,-11266000,305360000,6.4674,1.6166,34379000,8.1992,3.4543
PWCO US Equity,PWRCOR INC,0,0,733742,0,0.8063,-56421,-7.6062, 
QBY GR Equity,Q.BEYOND AG,2038000,-2328000,154343008,6.0728,2.1446,-10937000,-11.0823,1.0055
QTWO US Equity,Q2 HOLDINGS INC,137334000,-5673000,1201425024,45.4867,2.2341,-86057000,-5.1258,3.6115
QBNK SS Equity,QBNK HOLDING AB,0,0,38401000,0,0.9711,-7688000,-15.5593,2.1797
QLIRO SS Equity,QLIRO AB, ,-1800000,3694899968,2.7064, , ,0.1038, 
QLOSRB SS Equity,QLOSR GROUP AB, ,-24715000,390081984,16.9631,0.4768,-64728000,-17.9904,-1.3323
QCORE SS Equity,QLUCORE AB,0,-192000,90008000,3.5364,4.0459,-16822000,-15.7308,-4.4818
QRVO US Equity,QORVO INC,682249024,-127230000,6554634752,31.3395,1.9885,91701000,-1.0617,3.3519
QPR1V FH Equity,QPR SOFTWARE OYJ,1428000,0,5869000,30.9763,0.5983,-813000,-13.8833,0.3474
QTCOM FH Equity,QT GROUP OYJ,22393000,-807000,206510000,9.9332,1.792,47348000,18.4368,27.3561
QDT FP Equity,QUADIENT SA,63200000,-65400000,2549600000,24.1175,1.2028,125200000,2.6686,2.172
QCOM US Equity,QUALCOMM INC,8892999680,-1041000000,55153999872,27.9943,2.402,10071000064,19.1009,6.8526
QUAL GA Equity,QUALITY AND RELIABILITY S.A.,0,-1353510.5,15930355,42.8519,1.2486,1125289.625,4.8936,1.7895
QBAK US Equity,QUALSTAR CORP,393000,-7000,8031000, ,3.22,140000, , 
QLYS US Equity,QUALYS INC,110472000,-8786000,812617984,3.537,1.5416,163068992,20.0316,7.3792
QGSI US Equity,QUANTGATE SYSTEMS INC, , , , , , , , 
QUBT US Equity,QUANTUM COMPUTING INC,6447703,-2117990,78728272,1.3403,0.6887,-27221276,-35.3876,-23.3058
QMCO US Equity,QUANTUM CORP,38046000,-5869000,187615008,49.7684,0.5273,-28877000,-20.5776,-4.6715
QNC CN Equity,QUANTUM EMOTION CORP,577108,-336418,1645749,2.4305,6.9271,-2424206,-83.9869,-37.8355
QTRH CN Equity,QUARTERHILL INC,4268000,-2214000,332079008,26.0601,2.9314,-24115000,-17.6368,-1.3892
QUEST GA Equity,QUEST HOLDINGS SA,0,-15129000,729091968,23.4743,1.4236,70660000,6.3052,3.6617
QUIK US Equity,QUICKLOGIC CORP,6448000,-6339000,47792000,46.8488,1.1687,70000,-0.6544,-6.4147
QUIS CN Equity,QUISITIVE TECHNOLOGY SOLUTIO,435000,-171000,234594000,29.7876,1.2875,-4607000,-32.4257,-0.4613
QIS CN Equity,QUORUM INFORMATION TECH INC,4116670,-82134,45828008,28.2274,2.0685,11242,0.5034,5.5126
MODE LN Equity,R8 CAPITAL INVESTMENTS PLC,0,0,746000,234.0483,0.2346,-763000,-97.8489,-47.1521
RDAR US Equity,RAADR INC,0,0,16983,7537.0605,0.004,-7477430,-26762.5605, 
RXT US Equity,RACKSPACE TECHNOLOGY INC, ,-96900000,4096199936,83.8191,0.9232,-899400000,-17.5402,-3.468
RAD CN Equity,RADIAL RESEARCH CORP,0,0,311110,157.4861,0.4903,-120835,-39.2678,-16.5021
RAIL CN Equity,RAILTOWN AI TECHNOLOGIES INC, ,-17256,272129,0,9.4994,-1433991,-847.8707, 
RMDX SS Equity,RAILWAY METRICS & DYNAMICS S, , ,30213000,0,0.2156,-1332000,-4.9901, 
VCTL US Equity,RAINMAKER SYSTEMS INC,5526000,-2250000,10339000,35.2162,0.3778,-14030000,-149.2332,-16.9039
RMBS US Equity,RAMBUS INC,156827008,-23240000,1258226944,2.4406,7.0763,153639008,29.4082,14.17
RWWI US Equity,RAND WORLDWIDE INC,0,-370000,46764000,38.3308,1.0446,7480000,3.8684,4.2432
RLOSB SS Equity,RANLOS AB, ,0,13858000,0,3.0541,-5135000,-46.6321,-1.3717
RPLAN SS Equity,RANPLAN GROUP AB,29245000,0,16233000,86.7985,1.8676,-24361000,-150.1275,-21.686
RPD US Equity,RAPID7 INC,176776000,-4366000,1505347968,68.0625,1.1135,-80733000,-10.422,0.6432
RPDT US Equity,RAPIDTRON INC,0,-1905,942692,66.0321,0.3224,-2817461,-330.4117,-36.2615
RPI LN Equity,RASPBERRY PI HOLDINGS PLC,8510891,-3118193.75,207908800,2.6681,2.3191,30186238,15.2981, 
RAYB SS Equity,RAYSEARCH LABORATORIES AB,237736000,-24295000,1952665984,27.1095,1.1887,68452000,4.2612,4.1541
RCMT US Equity,RCM TECHNOLOGIES INC, ,-2931000,120484000,28.2179,1.5551,23692000,16.1489,4.6767
REALCONS GA Equity,REAL CONSULTING IT BUSINESS,0,-134000,32037000,15.1325,1.4829,4400000,9.3528, 
REAL CN Equity,REAL MATTERS INC,0,-259000,134280000,2.1023,4.5805,-4061000,0.0137,16.777
REALFI SS Equity,REALFICTION HOLDING AB, ,-81000,89491000,3.2048,2.9746,-7997000,-6.7089, 
RTC GR Equity,REALTECH AG, ,-2134784,8513843,4.7844,3.7908,333533,2.8115,2.7535
RBTI US Equity,RED BRANCH TECHNOLOGIES INC, , , , , , , , 
RDVT US Equity,RED VIOLET INC, ,-122000,92990000,2.7616,8.2558,2504000,15.8787,39.6921
RCN LN Equity,REDCENTRIC PLC,0,-9265000,184506000,40.9174,0.7705,852000,-1.8274,2.5818
RTOP LN Equity,REGTECH OPEN PROJECT PLC, ,-19000,19677306,4.9449,0.0754,-3777725,-68.4179, 
REGU AV Equity,REGUEST SPA, , , , , , , , 
REKR US Equity,REKOR SYSTEMS INC,18271000,-1388000,92151000,20.2472,1.4699,-42116000,-51.9174,-7.7528
RLBY US Equity,RELIABILITY INC,0,-9000,9786000,0,5.2658,-749000,-6.3585,10.3075
RMTD US Equity,REMOTE DYNAMICS INC, ,-57000,11158000,32.703,0.3195,-7858000, , 
RW CN Equity,RENOWORKS SOFTWARE INC,1440671,-7049,1672766,0,0.8678,-438945,-28.7598,-2.5208
REY IM Equity,REPLY SPA,0,-29265000,2373979904,8.9182,1.4892,292744992,8.1136,5.6423
TRAK US Equity,REPOSITRAK INC,0,-73317,51596732,0.9323,6.4493,5024231,11.6623,43.5512
RST LN Equity,RESTORE PLC,0,-10300000,549400000,40.7718,1.3015,-14300000,-5.2479,2.1344
RETI IM Equity,RETI SPA, ,-1589106,34110536,18.1343,0.6069,2321935,4.3011,1.4682
RSS SM Equity,REVENGA INGENIEROS SA, , ,47687164,40.6802,0.9072,1169748,1.3253, 
REVO CN Equity,REVOLUGROUP CANADA INC,0,-75034,2046606,0,1.5912,-2805300,-125.8474,-39.7503
RZLV US Equity,REZOLVE AI PLC,0,0,25417916,0,0.0109,-2789126, , 
RBBN US Equity,RIBBON COMMUNICATIONS INC,190660000,-9381000,1144152960,25.087,1.2276,-24285000,-5.5178,-1.5678
ALRIB FP Equity,RIBER SA,2672000,-235000,48303000,12.1856,1.655,3934000,7.1445,2.7165
RELL US Equity,RICHARDSON ELEC LTD,0,-4041000,192444992,1.4342,5.0468,348000,0.0312,5.0264
RGTI US Equity,RIGETTI COMPUTING INC,52768000,-9059000,159912992,11.5069,3.706,-72295000,-41.3408,-1.6624
RMNI US Equity,RIMINI STREET INC,0,-7212000,393796000,20.8189,0.8581,43765000,6.6406,-0.1883
RNG US Equity,RINGCENTRAL INC-CLASS A,335851008,-75740000,1944913024,81.7706,1.3416,-198811008,-8.2238,0.6827
RISK SS Equity,RISK INTELLIGENCE A/S,0,-460367,35621164,28.5371,0.1806,-9767914,-33.9934,-2.1421
RISMA DC Equity,RISMA SYSTEMS A/S, ,0,33389000,0,0.8242,-10311000,-35.5649,2.9903
RIVF US Equity,RIVULET ENTERTAINMENT INC,0,0,1409,0,0.0014,-354303,-40190.9492,38.4672
RIWI CN Equity,RIWI CORP,0,-4300.688,5369483,0,2.8432,-811504.875,-20.5569,3.6612
RBSY US Equity,ROBOSERVER SYSTEMS CORP, , , , , , , , 
RBT SM Equity,ROBOT SA,0,-68689,11921052,51.6949,1.5287,7784,-0.487,1.5253
RCTY US Equity,ROCKET CITY ENTERPRISES INC, , , , , , , , 
RTNB US Equity,ROOT9B HOLDINGS INC, ,-571716,19739456,25.6385,1.3371,-17465208,-121.1499, 
ROP US Equity,ROPER TECHNOLOGIES INC,646099968,-108000000,28167499776,23.1902,0.4999,1745200000,5.0199,13.4983
RDT LN Equity,ROSSLYN DATA TECHNOLOGIES PL,0,-39000,3625000,0,0.9667,-3543000,-87.1305,-20.023
RCHN US Equity,ROUCHON INDUSTRIES INC, , , , , , , , 
ROI CN Equity,ROUTE1 INC,146555,-732,9541388,48.4248,0.3797,-637524,-11.7181,-12.6937
ROV DC Equity,ROVSING A/S,1345000,-98000,35341000,29.122,0.9005,964000,0.4845,2.2331
RTX DC Equity,RTX A/S,65477000,-1361000,491268000,11.2379,3.4454,-34102000,-5.739,4.3197
R1B GR Equity,RUBEAN AG, , ,3546670.75,2.0293,0.982,-515218.25,-17.1907,0.2901
RBTC US Equity,RUBICON TECHNOLOGIES INC,29645000,-816000,223287008,75.7541,0.6965,-30517000,-26.6519,-0.7018
RBCN US Equity,RUBICON TECHNOLOGY INC,0,0,5959000,26.2796,2.4197,585000,5.0616,-75.6121
RBRK US Equity,RUBRIK INC-A,206527008,-12333000,873609984,36.651,0.8361,-306505984,-43.1166,-2.9922
RVYL US Equity,RYVYL INC,5757000,-108000,128665000,15.7961,1.0505,-12302000,-46.9251,-2.3075
SOI FP Equity,S.O.I.T.E.C.,61167000,-176798000,2692185088,27.6422,3.2774,205308992,6.9762,3.4604
SBIO CN Equity,SABIO HOLDINGS INC,4698843,-165746,20181392,12.1543,0.8256,-3723841,-22.7033,1.2605
SPAI US Equity,SAFE PRO GROUP INC,373655,-30172,3430199,18.9327,0.8992,-6306930,-164.6819, 
SFTR SS Equity,SAFETURE AB, ,0,51075000,0,1.3998,-6708000,-12.5602,2.496
SGE LN Equity,SAGE GROUP PLC/THE, ,-19000000,3638000128,34.2496,0.7569,452000000,8.5292,5.6906
CRM US Equity,SALESFORCE INC,4905999872,-736000000,99823001600,13.586,1.0917,5010999808,4.1636,7.7803
