Ticker,Name,Tot Assets:2024,Tot Assets:2023,Tot Assets:2022,Tot Assets:2021,Tot Assets:2020,Tot Assets:2019,Tot Assets:2018,Tot Assets:2017,Tot Assets:2016
BOMO US Equity,BOWMO INC, , , , , , , , , 
BOX US Equity,BOX INC - CLASS A,1241163008,1207165056,1392008960,1351682048,959990976,650161024,553566016,493673984,497488000
BOXL US Equity,BOXLIGHT CORP - CLASS A,115305000,158571008,195395008,201436000,139952992,20468884,21267188,20453424,19120378
TBH US Equity,BRAG HOUSE HOLDINGS INC,1301528,718590,670919, , , , , , 
BRAG CN Equity,BRAGG GAMING GROUP INC,106595000,103367000,104388000,83390000,72094000,43880000,11182665,2673519.25,2105214.75
BRAINP DC Equity,BRAIN+ A/S,33134340,35969780,45372160,46883116,29888588,18687668,22763460,16247109,11146263
BNAI US Equity,BRAND ENGAGEMENT NETWORK INC,18149868,22101750,314188864,310700864,71546, , , , 
BVTK US Equity,BRAVATEK SOLUTIONS INC, , , , , , ,124647,45599,147809
BRZE US Equity,BRAZE INC-A,810940992,705406016,666262016,171394000,153070000, , , , 
BLIN US Equity,BRIDGELINE DIGITAL INC,15602000,17631000,27513000,34967000,10660000,11155000,11000000,17573000,17728000
BTSR US Equity,BRIGHTSTAR INFORMATION TECH, , , , , , , , , 
BRILL SS Equity,BRILLIANT FUTURE AB,90349000,90155000,88006000,76293000,77309000,62466000,75774000,41181000, 
BRIX SS Equity,BRIOX AB,50595000,51183000,69134000,47514000,22791000,41973000,29025000,23337000,22477000
AVGO US Equity,BROADCOM INC,165644992512,72860999680,73248997376,75570003968,75932999680,67492999168,50124001280,54418001920,49965998080
ALBPK FP Equity,BROADPEAK,50870000,50842000,50992000,39595000,28309000, , , , 
BRKO US Equity,BROKE OUT INC, , , , , , , , , 
BRQL US Equity,BROOQLY INC,237,201282,129693,79499, , , , , 
BTQ CN Equity,BTQ TECHNOLOGIES CORP,9731478,7268194,784767,890431,554559,683507,854702,552377,525090
BZWR US Equity,BUSINESS WARRIOR CORP, , , , , , , , , 
BYIT LN Equity,BYTES TECHNOLOGY GROUP PLC,379718016,320767008,283568000,189554000,187186000,144975008,115827000, , 
CMI CN Equity,C-COM SATELLITE SYSTEMS INC,26558304,26625004,26870000,26342320,23919172,23253936,22058314,20846832,21146014
AI US Equity,C3.AI INC-A,1038225024,1103027968,1170882048,1196477056,305108000,267484992, , , 
ALCAB FP Equity,CABASSE SA, ,10706722,12692631, , , , , ,8606720
CACI US Equity,CACI INTERNATIONAL INC -CL A,6796101120,6600807936,6629430784,6172371968,5542472192,5086842880,4034205952,3911081984,3987341056
CDNS US Equity,CADENCE DESIGN SYS INC,8974482432,5669491200,5137071104,4386298880,3950785024,3357224960,2468654080,2418714112,2096908032
CSOC US Equity,CADUCEUS SOFTWARE SYSTEMS CO, , , , , , , , , 
CAG SS Equity,CAG GROUP AB,546337984,587665984,585265024,452512000,386720992,357593984,343368000,281278016,201111008
CNO CN Equity,CALIFORNIA NANOTECHNOLOGIES,2358153,1036646,959044,463984,644050,773047,905330,262548,292308
CALX US Equity,CALIX INC,939267008,941865024,884835008,742032000,427352000,316823008,317080000,295070016,355475008
CLX LN Equity,CALNEX SOLUTIONS PLC,37000000,38750000,31145000,24280000,13400418,10086554,8501930, , 
CBEX US Equity,CAMBEX CORP, , , , , , , , , 
CMBM US Equity,CAMBIUM NETWORKS CORP, ,217875008,269462016,232268000,205752992,172479008,142056992,121613000, 
CANATU FH Equity,CANATU PLC,125400000,103991600,101696136,102248480, , , , , 
COK GR Equity,CANCOM SE,1406896000,1548475008,1305106048,1406643968,1249858944,1205411968,843281024,692129984,537798016
WPR CN Equity,CANPR TECHNOLOGY LTD,4310368,355185, , , , , , , 
CTLP US Equity,CANTALOUPE INC,335568000,289612000,255632000,237672000,181023008,183375008,231995008,97691000,84833000
CAP FP Equity,CAPGEMINI SE,25660000256,24700000256,25479000064,24032999424,21954000896,18134999040,16497999872,15943999488,16458999808
CAPC US Equity,CAPSTONE COMPANIES INC,838117,1423608,1889202,4072723,3840947,5834407,6492995,10432701,9576474
CARA SS Equity,CARASENT AB,1072289024,1085262976,1454584576,1334865024,483267968,145526336,122400904, , 
AUTO CN Equity,CARBEEZA INC,112168, , , ,246039,677452,1036610,952622,1663854
CBRJ US Equity,CARBON RACE CORP, , , , , , , , , 
EKG CN Equity,CARDIOCOMM SOLUTIONS INC,218632,341997,279724,486472,360617,323384,1089796,1539413,1149768
CXCQ US Equity,CARDXX INC, , , , , , , , , 
CCLD US Equity,CARECLOUD INC,71614000,77826000,136174000,140848000,137999008,56403464,47623360,25525664,28323706
CSPN CN Equity,CARESPAN HEALTH INC,186192.2031,298855.9063,3649643,131509,176321,223378, ,99994, 
CRVW US Equity,CAREVIEW COMMUNICATIONS INC,3621587,4262258,3947604,5081167,5503609,5291887,8179541,12118350,21455924
CRSM US Equity,CARSMARTT INC, , , , , , , , , 
CTM US Equity,CASTELLUM INC,37837436,30107276,33043008,30756272,10614834, , , , 
CTAI LN Equity,CATENAI PLC, ,18477, ,657147,734648,52457,97980,826956,316299
CBIT CN Equity,CATHEDRA BITCOIN INC,71196016,18857876,25763750,58367736,16980568,11230170, ,424535,479879
CBRAIN DC Equity,CBRAIN A/S,392376000,340856992,322692992,215851008,155100256,121025728,104578424,102604312,98978128
CCCS US Equity,CCC INTELLIGENT SOLUTIONS HO,3183217920,3051040000,3350920960,3237526016,3195555072,3184582912, , , 
CCUR US Equity,CCUR HOLDINGS INC, , , , ,69850000,62474000,61306000,57807000,45236000
CDW US Equity,CDW CORP/DE,14678400000,13284599808,13131499520,13199399936,9344700416,7999399936,7167699968,6966700032,6948400128
CEOS US Equity,CECORS INC, , , , , , , , , 
CGM FP Equity,CEGEDIM SA,986889984,924067968,889915008,797585984,905355008,808612992,648108032,746222976,709081984
CLBS LN Equity,CELEBRUS TECHNOLOGIES PLC,58742000,39744000,53886000,41855000,38858000,31963000,40006000,23928000,21621000
CLTY US Equity,CELERITY SOLUTIONS INC, , , , , , , , , 
CLS CN Equity,CELESTICA INC,5988199936,5890500096,5628000256,4666899968,3664100096,3560699904,3737700096,2964199936,2822299904
CELL IM Equity,CELLULARLINE SPA,225892992,233407008,215428000,281190016,294068992,307171008,312640000,216859008, 
CSH GR Equity,CENIT AG,158316992,153615008,127037000,92805000,83449000,89348000,79075000,87263000,72221000
CTNK GR Equity,CENTROTHERM INTERNATIONAL AG,398292000,316268000,245912000,270812992,239951008,186620000,151722000,207628992,175960000
CEK GR Equity,CEOTRONICS AG,43820000,29364000,28752000,24015000,24213000,21054000,20528000,18940000,18270000
CRNC US Equity,CERENCE INC,702358016,1297590016,1318493056,1705728000,1687444992,1483828992,1397548032,1335751936,1293040000
CER LN Equity,CERILLION PLC,63102000,52785000,42627568,35667052,32118052,25564846,23260334,23102122,23935620
CBP CN Equity,CERTIVE SOLUTIONS INC, ,649557,759226.875,856818.375,1214971.875,1270409.375,1314673.875,3973005.25,7700966.5
CEVA US Equity,CEVA INC,308948000,304084992,308441984,328659008,306952000,297020992,277263008,276812000,242495008
GIB/A CN Equity,CGI INC,16685467648,15799498752,15175419904,15021021184,15550357504,12621746176,11919066112,11396211712,11693332480
CHMP US Equity,CHAMPION INDUSTRIES INC/WV, , , , , , , , , 
CCA AU Equity,CHANGE FINANCIAL LTD,12944240,15301496,10346520,12722872,3555090,1750511,2988683,10914000,11842000
CHARGE SS Equity,CHARGEPANEL AB (PUBL),14460000,6481000,14355000,29743000,2586000,2050000,2341928, , 
CHECK SS Equity,CHECKIN.COM GROUP AB,228951008,241944992,245691008,228480992,29263000,23618412, , , 
CKT LN Equity,CHECKIT PLC,23100000,27400000,37300000,24300000,28300000,24500000,19800000,22400000,22000000
MLCHE FP Equity,CHEOPS TECHNOLOGY, , , , , , , , , 
C3RY GR Equity,CHERRY SE, ,238554000,379065984,410976992,290532000, , , , 
CLAD US Equity,CHINA LIAONING DINGXU ECOLOG, , , , , , , , , 
CMNT US Equity,CHINA MULANS NANO TECHNOLOGY, , , , , , , , , 
MLTV BB Equity,CHOICE NV, , , ,67839000, , , , , 
CNCN US Equity,CHUN CAN CAPITAL GROUP, , , , , ,0,0,0,0
ALCBX FP Equity,CIBOX INTER@CTIVE,12360000,8365000,11871000,15209000,13139000,6701000,5447000,8991000,6939000
CIEN US Equity,CIENA CORP,5641336832,5601495040,5069632000,4865226752,4180916992,3893346048,3756523008,3951710976,2882441984
CINT SS Equity,CINT GROUP AB,643564032,625934976,1155500032,1451698048,199704000,191924000,145011008, , 
CRTA LN Equity,CIRATA PLC,14922000,23114000,25599000,42187000,41318000,43527000,27080000,41891000,20172000
CIRC IM Equity,CIRCLE SPA,28380906,15933179,14631078,12545979,8183534,8106343,6188392,4264451, 
CA1 GR Equity,CIRCUS SE, ,22784476, , , , , , , 
CRUS US Equity,CIRRUS LOGIC INC,2231576064,2063965952,2123399936,1830614016,1592676992,1352640000,1430116992,1413469952,1181883008
CSCO US Equity,CISCO SYSTEMS INC,124413001728,101851996160,94002003968,97496997888,94852997120,97792999424,108784001024,129818001408,121652002816
CISO US Equity,CISO GLOBAL INC,26654456,51655384,104496816,35812108,12646865,4497218,256006, , 
CNWT US Equity,CISTERA NETWORKS INC, , , , , , , , , 
CLTE CN Equity,CLARA TECHNOLOGIES CORP, ,421161,341172,38966, , , , , 
CLA FP Equity,CLARANOVA SE,228500000,264400000,270100000,225100000,210000000,176100000,80500000,30047000,28502000
CLAV SS Equity,CLAVISTER HOLDING AB,359225984,299360992,291152000,291536000,382883008,303275008,385791008,302110016,277168992
CTEK CN Equity,CLEANTEK INDUSTRIES INC,13641000,15263000,15917000,17156000,767218,2747402,9514682,8046784,7512693
CFA/H CN Equity,CLEAR GOLD RESOURCES INC, , , , , , , , , 
YOU US Equity,CLEAR SECURE INC -CLASS A,1194931968,1045009024,1037516992,812750016,232268000,318870016, , , 
CLFD US Equity,CLEARFIELD INC,315275008,355516992,229128000,125911200,95297432,81888560,74228640,69494040,70595312
CLRO US Equity,CLEARONE INC,26544000,50694000,83750000,66192000,62323000,55110000,58915000,67877000,88124000
CSYS US Equity,CLEARSTORY SYSTEMS INC, , , , , , , , , 
CLRI US Equity,CLEARTRONIC INC, , , , , , , , , 
CWAN US Equity,CLEARWATER ANALYTICS HDS-A,1169571968,558742976,481942016,344355008,115559000,63968000, , , 
CDX/H CN Equity,CLOUD DX INC, ,2041518,2306505,3222394,1083033,1348914, , , 
CSAI US Equity,CLOUDASTRUCTURE INC-A,615000,4954000,12326000, , , , , , 
CLCO LN Equity,CLOUDCOCO GROUP PLC,17497000,18845000,20527000,14764000,13055000,6288000,12781000,17352000,18747000
NET US Equity,CLOUDFLARE INC - CLASS A,3301161984,2759767040,2587908096,2372070912,1380651008,830824000,298380000,163143008, 
AGAIN IM Equity,CLOUDIA RESEARCH SPA, ,7827148,3422290,2389235, , , , , 
CHL LN Equity,CLOUDIFIED HOLDINGS LIMITED,599232,5523578,8296587,5843479,8250402,10058036,6983578,1973499,1559092
CLHI US Equity,CLST HOLDINGS INC, , , , , , , , , 
CMCOM NA Equity,CM.COM,229791008,240116992,285004000,278224992,163602000,84984000,55275440, , 
CML LN Equity,CML MICROSYSTEMS PLC,69113000,60467000,59331000,65244000,57238000,55874000,53507000,50699000,41873000
CMEY US Equity,CMONEY INC, , , , , , , , , 
CBRI US Equity,CMTSU LIQUIDATION INC, , , , , , , , , 
CDRBQ US Equity,CODE REBEL CORP, , , , , , , , , 
CODE NO Equity,CODELAB CAPITAL AS,20638562,138101552,914826624,1147181312,1327714048,557328384,587672064, , 
CDMIL SS Equity,CODEMILL AB,91694000,81185000,82992000,98828000,70231000,55037436, , , 
ALCOF FP Equity,COFIDUR,73217000,59183000,54258000,47802000,47628000,48198000,50798000,50527000,50430000
ALLEC FP Equity,COGELEC,97999000,88909000,85584000,74232000,61840000,60624000, ,37704000,33229000
8HC GR Equity,COGIA AG, ,14123000,15057000,17892700,13278610,1494927.75, , , 
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,19965999104,18482999296,17852000256,17852000256,16922999808,16204000256,15845999616,15221000192,14261999616
COHR US Equity,COHERENT CORP,14488634368,13711132672,7844846080,6512650240,5234714112,1953773056,1761661056,1477297024,1211981056
COH FP Equity,COHERIS SA, ,38072000,34964000,31894000,23631000,22386000,23976000,23817000,23060000
COHU US Equity,COHU INC,999414976,1150352000,1227414016,1259043968,1090345984,1077709952,1134002048,420456992,345512000
COLUM DC Equity,COLUMBUS A/S,1295435008,1297851008,1183947008,1268596992,1640865024,1654516992,1633558016,851763008,837505984
CGUD US Equity,COM-GUARD.COM INC, , , , , , , , , 
CX SS Equity,COMBINEDX AB,742099968,633299968,597299968,427500000,406700000,236400000,157700000,104152000,95268000
CMPY US Equity,COMEPAY INC, , , , , , , , , 
COTN SW Equity,COMET HOLDING AG-REG,531168992,473577984,556801024,490415008,429271008,391710016,380265984,389788992,344908000
COMINT SS Equity,COMINTELLI AB,25647936,18997248,23384150,21142620,23692868,22558504,24788112,17701404,13832994
CBUIF US Equity,COMMODORE INTL LTD, , , , , , , , , 
COMM US Equity,COMMSCOPE HOLDING CO INC,8747499520,9332500480,11685399552,13259499520,13576800256,14431599616,6630499840,7041666048,7141985792
CSYT US Equity,COMMUNICATION SYNERGY TECHNO, , , , , , , , , 
CVLT US Equity,COMMVAULT SYSTEMS INC,943913024,782574016,816080000,904172992,845075968,822452992,818641984,829878016,714572992
COMPDM SS Equity,COMPODIUM INTERNATIONAL AB,97041000,47976000,75911000,113783000,34727952,46978000,29391460, , 
CHS CN Equity,COMPREHENSIVE HEALTHCARE SYS,652587,972631, ,352917,428147,103384, , , 
COP GR Equity,COMPUGROUP MEDICAL SE & CO K,1965666048,1899943040,1944438016,1790813056,1565772032,1065862016,848310976,825009024,807905024
CCC LN Equity,COMPUTACENTER PLC,3366000128,3057999872,3244000000,2713900032,2401868032,1914552064,1959478016,1449507968,1240632064
CMG CN Equity,COMPUTER MODELLING GROUP LTD,172968000,137128000,125148000,122491000,120866000,90305000,97990000,106725000,101413000
CPT MV Equity,COMPUTIME HOLDINGS PLC, , , , , , , , , 
COMS US Equity,COMSOVEREIGN HOLDING CORP, , ,24918000,88529000,130877176,119987432,3556599,3073548,4498022
CMTL US Equity,COMTECH TELECOMMUNICATIONS,912433984,996236992,974297024,993110976,929646976,887710976,845156992,832062976,921196032
CMTL IM Equity,COMTEL SPA/MILANO, ,28042650,36504536,41479504,34724496,28207832,27374852,27041292,29772034
CNXC US Equity,CONCENTRIX CORP,11991438336,12491827200,6669768192,5046367232,5177555968,4653754880,4766992896, , 
CNC LN Equity,CONCURRENT TECHNOLOGIES PLC,50780368,46679956,32648764,29776216,29036140,28336432,24261050,22543204,21806580
CNDT US Equity,CONDUENT INC,2599000064,3161999872,3571000064,4036000000,4256000000,4513999872,6680000000,7548000256,7709000192
CFLT US Equity,CONFLUENT INC-CLASS A,2694910976,2460808960,2344848896,2342728960,526119008,206320000, , , 
YYAI US Equity,CONNEXA SPORTS TECHNOLOGIES,21622624,7107572,74862944,5697512,1381001, ,26511,19365, 
CNNN US Equity,CONNEXIONONE CORP, , , , , , , , , 
CCSI US Equity,CONSENSUS CLOUD SOLUTION,602201024,647254976,633899008,562812032,1491420032, , , , 
MLCNT FP Equity,CONSORT NT, , , , , , , , , 
CSU CN Equity,CONSTELLATION SOFTWARE INC,12862999552,10862000128,7881999872,5766000128,4375000064,3488000000,2935000064,2288218112,1883460992
CNS CN Equity,CONTAGIOUS GAMING INC,8401,36629,23347,47414,157288,507722,1041783,793347,13388413
CONTX NO Equity,CONTEXTVISION AB,130264000,103158000,97739000,110631000,106020000,92812000,76833000,79066000,79299000
CRDL LN Equity,CORDEL GROUP PLC,4137069,4823403,3585566,4456592,3635712,3166346,5581495,1453550,2939633
CCRD US Equity,CORECARD CORP,62338000,63826000,63232000,58148000,57025000,44240000,29304000,21779000,22704000
CNS LN Equity,CORERO NETWORK SECURITY PLC,33496000,28436000,26834000,29787000,29628000,26439000,27418000,20922000,23256000
CRTG US Equity,CORETEC GROUP INC/THE, , , , , , , , , 
CRWV US Equity,COREWEAVE INC-CL A,17832599552,4976974848, , , , , , , 
GLW US Equity,CORNING INC,27734999040,28500000768,29499000832,30154000384,30774999040,28898000896,27505000448,27494000640,27899000832
CGLO US Equity,CORO GLOBAL INC, , , , ,987764,487219,235270,5647,16056
CRSR US Equity,CORSAIR GAMING INC,1235828992,1357463040,1297245056,1337395968,1314114944,1059718016,810993024, , 
BASE US Equity,COUCHBASE INC,247752000,253039008,276742016,117188000,67742000, , , , 
CVO CN Equity,COVEO SOLUTIONS INC-SUB VTG,275884992,308817984,345500000,194040992,175336992, , , , 
CPU2 GR Equity,CPU SOFTWAREHOUSE AG, ,3484890.25,3259181,3247196.75,3355136.75,3129439.5,2912302.5,4192554,4211245.5
CXT US Equity,CRANE NXT CO,2386500096,2129400064,4390199808,4486600192,4615000064,4423699968,4042700032,3593499904,3428000000
CRW LN Equity,CRANEWARE PLC,543654976,576976000,565968000,311600000,115758000,106301000,98932000,97151000,93779000
CRAYN NO Equity,CRAYON GROUP HOLDING AS,19549999104,16544000000,14833000448,11506113536,6314626048,4178636032,3435237120,3086886912,2600793088
CNANO NO Equity,CRAYONANO AS, ,184373952,159456320,207890928,206868128, , , , 
CREG IM Equity,CREACTIVES GROUP SPA,8929244,8213688,7022700,6491725,6700570,4837971,4317921, , 
CLXN SW Equity,CREALOGIX HOLDING AG-REG, ,78265000,98546000,115888000,114581000,104825000,112082000,78925000,77185000
CRTD US Equity,CREATD INC, , ,4819749,9173259,10784480,2572046,208925,177432,378101
CREX US Equity,CREATIVE REALITIES INC,65210000,70777000,66015000,22881000,20618000,33976000,37728000,26045000,24419000
CRDO US Equity,CREDO TECHNOLOGY GROUP HOLDI,601932032,397288992,375688992,155490000,108039000, , , , 
OPTI BB Equity,CRESCENT, ,22622000,28883000,19647000,24663000,28544000,26340000,1862000,3108000
CXDO US Equity,CREXENDO INC,64938000,56160000,55634000,77152000,30705000,7783000,4549000,3737000,3533000
CRCT US Equity,CRICUT INC - CLASS A,693035008,750121984,949627008,1006249984,581400000,317644992, , , 
CRWD US Equity,CROWDSTRIKE HOLDINGS INC - A,6646519808,5026540032,3618381056,2732532992,1404905984,433219008,217703008, , 
CFISH SS Equity,CRUNCHFISH AB,54965224,61515064,66492600,64192136,44295512,42948696,46642368,44123396,63817912
LAW US Equity,CS DISCO INC,180320000,231547008,256322000,287400992,79107000,35898000, , , 
CSPI US Equity,CSP INC,69436000,65904000,75062000,62974000,53645000,59369000,55275000,58928000,48707000
CTAC NA Equity,CTAC NV,71960000,71305000,75578000,74010000,64520000,45370000,40413000,39618000,39837000
CTS US Equity,CTS CORP,766112000,741166976,748486976,664462016,626049024,643353984,548340992,539696000,517696992
CXAI US Equity,CXAPP INC,31803000,36581000,4151829,279368864,280243456, , , , 
CY4 IM Equity,CY4GATE SPA,190572480,178847776,147259968,41275448,32026968,11909518,9104473, , 
CYR GR Equity,CYAN AG,32700000,43719000,84001000,95745000,96278000,99255000,83323000,8068508.5,3280393.25
CYAN LN Equity,CYANCONNODE HOLDINGS PLC,23120000,20446000,16792000,14006000, ,12702000,16805000,17071012,14849325
CYBT CN Equity,CYBEATS TECHNOLOGIES CORP, , , , , , , , , 
CYBD US Equity,CYBER DIGITAL INC, , , , , , , , , 
CYPJ US Equity,CYBER OPERATIONS INC, , , , , , , , , 
CYB1 SS Equity,CYBER SECURITY 1 AB,23090000,27057000,32663000,28063000,22096100,42546900,37297600,14179500,6495000
CYBE CN Equity,CYBERCATCH HOLDINGS INC,514188, , , , , , , , 
CYRD US Equity,CYBERECORD INC, , , , , , , , , 
CYBF US Equity,CYBERFORT SOFTWARE INC, , , , , ,0,652,8591,0
CKYS US Equity,CYBERKEY SOLUTIONS INC, , , , , , , , , 
CLOQ US Equity,CYBERLOQ TECHNOLOGIES INC, , , , , , , , , 
CYB IM Equity,CYBEROO SPA,42545140,35896768,26795496,20066932,16504889,15307488,5531000, , 
CYIO US Equity,CYIOS CORP, , , , , , , , , 
CYK LN Equity,CYKEL AI PLC, ,15216,7089597, , ,14162, , , 
CYN US Equity,CYNGN INC,30095348,13033356,25505012,22654988,6673230,14090404, , , 
CYVIZ NO Equity,CYVIZ AS,311870016,275126016,259843008,218243008,173312000,144067728,180779488,168534736,124013000
DBO CN Equity,D-BOX TECHNOLOGIES INC,20936000,26721000,22350000,23736000,26871000,33764000,34354000,35031000,37200000
